0.000000000000000000e+00 0.000000000000000000e+00 1.856216963690256080e+03
-7.472230630699953913e-03 -2.980295633986058679e-01 1.789715224684447094e+03
-2.965678287931110615e-02 -5.872972564002024720e-01 1.722764479819236840e+03
-6.593883819522358691e-02 -8.607929794345973162e-01 1.630121411186981732e+03
-1.153636095561409169e-01 -1.111962892887157661e+00 1.562340543433167113e+03
-1.766645622344979183e-01 -1.334929292278921098e+00 1.425351541529022143e+03
-2.408304840250683754e-01 -1.226664960911154179e+00 1.375594117005254247e+03
-2.913821188452518363e-01 -7.917758621854353862e-01 1.278904365447768214e+03
-3.197351395939805885e-01 -3.405107957415457465e-01 1.183698317017991485e+03
-3.253389771601376546e-01 1.164107222126526675e-01 1.122502166749746948e+03
-3.081770812657162462e-01 5.683550013355282982e-01 1.060135482802558045e+03
-2.687618872842139073e-01 1.004799628104651177e+00 9.636610700877488398e+02
-2.081282623965176048e-01 1.415386119225042760e+00 9.065771995578838869e+02
-1.278216339440812477e-01 1.790093309183030446e+00 8.287110693503425409e+02
-2.987312616102327789e-02 2.119588969975906068e+00 7.423360739616562114e+02
8.324748010833138423e-02 2.395759653683231516e+00 6.933178091576534143e+02
2.087084474853449223e-01 2.612350159994863752e+00 6.051015684110182065e+02
3.434249012944585733e-01 2.765583668356715208e+00 5.367848750873218933e+02
4.841948998903288226e-01 2.854605718101745016e+00 4.774148591106919639e+02
6.278503845760464719e-01 2.881617732429268663e+00 4.283760429099343696e+02
7.714055413770009029e-01 2.851637301518138656e+00 3.784150982159065961e+02
9.121843404989103954e-01 2.771918449735337298e+00 3.432560623519925684e+02
1.047912895110652887e+00 2.651148587416549240e+00 2.921969652333613112e+02
1.176769351872291924e+00 2.498579703080430203e+00 2.842554744007229033e+02
1.297391846620124634e+00 2.323241172652636077e+00 2.409827710146238644e+02
1.408851348872021125e+00 2.133334162541118850e+00 2.031027053992389142e+02
1.510599716949924787e+00 1.935847516989800621e+00 1.694462663380065237e+02
1.602403930539679999e+00 1.736383793536971920e+00 1.794897313977369890e+02
1.684276025157092294e+00 1.539152693574272091e+00 1.719626696699581032e+02
1.756405760927209014e+00 1.347077968382630608e+00 1.680326011436388569e+02
1.819100401978478665e+00 1.161967303679576569e+00 1.660092885078315703e+02
1.865241971481300221e+00 6.851080775946356560e-01 1.518857739323193528e+02
1.895223187835900935e+00 5.150295331805865295e-01 1.346693953081350514e+02
1.916825770801175333e+00 3.497930422804912953e-01 5.854651863126034641e+02
1.930264448501200603e+00 1.882685400579401647e-01 1.344269508478381340e+03
1.935692972845251214e+00 2.916236484558792919e-02 1.433368600924128714e+03
1.933198134827990522e+00 -1.288968160681577824e-01 1.484852431860652359e+03
1.922797840834550298e+00 -2.872805503136163785e-01 1.509240484733416679e+03
