-3.141592653589793116e+00 -4.000000000000000000e+00 1.604524407385913719e+03
-3.141592653589793116e+00 -3.919999999999999929e+00 1.598760541955590725e+03
-3.141592653589793116e+00 -3.839999999999999858e+00 1.582582638557658356e+03
-3.141592653589793116e+00 -3.759999999999999787e+00 1.576695280498070133e+03
-3.141592653589793116e+00 -3.680000000000000160e+00 1.570955748109354545e+03
-3.141592653589793116e+00 -3.600000000000000089e+00 1.565126063416068746e+03
-3.141592653589793116e+00 -3.520000000000000018e+00 1.559275497962490817e+03
-3.141592653589793116e+00 -3.439999999999999947e+00 1.514141427789835689e+03
-3.141592653589793116e+00 -3.359999999999999876e+00 1.476857265828261689e+03
-3.141592653589793116e+00 -3.280000000000000249e+00 1.440809353621669061e+03
-3.141592653589793116e+00 -3.200000000000000178e+00 1.424647306375349444e+03
-3.141592653589793116e+00 -3.120000000000000107e+00 1.389667326973079071e+03
-3.141592653589793116e+00 -3.040000000000000036e+00 1.381032677963981996e+03
-3.141592653589793116e+00 -2.959999999999999964e+00 1.369894929227235707e+03
-3.141592653589793116e+00 -2.879999999999999893e+00 1.830445717978319919e+02
-3.141592653589793116e+00 -2.799999999999999822e+00 1.535870409467304967e+02
-3.141592653589793116e+00 -2.719999999999999751e+00 1.465199300075645112e+02
-3.141592653589793116e+00 -2.639999999999999680e+00 8.489608308032694595e+01
-3.141592653589793116e+00 -2.560000000000000053e+00 8.060050896546766808e+01
-3.141592653589793116e+00 -2.479999999999999982e+00 7.703701904129148659e+01
-3.141592653589793116e+00 -2.399999999999999911e+00 5.956379530420575463e+01
-3.141592653589793116e+00 -2.320000000000000284e+00 5.820509514331679668e+01
-3.141592653589793116e+00 -2.240000000000000213e+00 5.554283647017289383e+01
-3.141592653589793116e+00 -2.160000000000000142e+00 5.147015520664022858e+01
-3.141592653589793116e+00 -2.080000000000000071e+00 4.776280359160545430e+01
-3.141592653589793116e+00 -2.000000000000000000e+00 4.288799764469619902e+01
-3.141592653589793116e+00 -1.919999999999999929e+00 4.138745908088356629e+01
-3.141592653589793116e+00 -1.839999999999999858e+00 3.930702931927435628e+01
-3.141592653589793116e+00 -1.759999999999999787e+00 3.634733798390432469e+01
-3.141592653589793116e+00 -1.680000000000000160e+00 2.582703987480970653e+01
-3.141592653589793116e+00 -1.600000000000000089e+00 2.475924069401744987e+01
-3.141592653589793116e+00 -1.520000000000000018e+00 2.332469767903577917e+01
-3.141592653589793116e+00 -1.439999999999999947e+00 2.122296353763448451e+01
-3.141592653589793116e+00 -1.359999999999999876e+00 1.782689352140025818e+01
-3.141592653589793116e+00 -1.279999999999999805e+00 1.833888176320414587e+01
-3.141592653589793116e+00 -1.199999999999999734e+00 1.579593627180231508e+01
-3.141592653589793116e+00 -1.120000000000000107e+00 1.389293964080103727e+01
-3.141592653589793116e+00 -1.040000000000000036e+00 1.262989187020025739e+01
-3.141592653589793116e+00 -9.599999999999999645e-01 1.336784688320414460e+01
-3.141592653589793116e+00 -8.799999999999998934e-01 1.097544987180231857e+01
-3.141592653589793116e+00 -7.999999999999998224e-01 9.223001720801036640e+00
-3.141592653589793116e+00 -7.199999999999997513e-01 8.110502430200257962e+00
-3.141592653589793116e+00 -6.400000000000001243e-01 9.026790883204144578e+00
-3.141592653589793116e+00 -5.600000000000000533e-01 6.735769871802318676e+00
-3.141592653589793116e+00 -4.799999999999999822e-01 5.084697720801035992e+00
-3.141592653589793116e+00 -3.999999999999999112e-01 4.073574430200258334e+00
-3.141592653589793116e+00 -3.199999999999998401e-01 5.119590883204144127e+00
-3.141592653589793116e+00 -2.399999999999997691e-01 2.879769871802318359e+00
-3.141592653589793116e+00 -1.600000000000001421e-01 1.279897720801036032e+00
-3.141592653589793116e+00 -8.000000000000007105e-02 3.199744302002590080e-01
-3.141592653589793116e+00 0.000000000000000000e+00 4.763481720801036268e+00
-3.141592653589793116e+00 8.000000000000007105e-02 4.860697720801036681e+00
-3.141592653589793116e+00 1.600000000000001421e-01 3.792676332565023500e+01
-3.141592653589793116e+00 2.400000000000002132e-01 3.966274122695771354e+01
-3.141592653589793116e+00 3.200000000000002842e-01 4.028069030639733938e+01
-3.141592653589793116e+00 4.000000000000003553e-01 4.566141114170160620e+01
-3.141592653589793116e+00 4.800000000000004263e-01 4.638397771246082613e+01
-3.141592653589793116e+00 5.600000000000004974e-01 4.873932470235756398e+01
-3.141592653589793116e+00 6.399999999999996803e-01 6.366243386699921558e+01
-3.141592653589793116e+00 7.199999999999997513e-01 6.089221772882594053e+01
-3.141592653589793116e+00 7.999999999999998224e-01 7.240708720503864981e+01
-3.141592653589793116e+00 8.799999999999998934e-01 7.083089536997533742e+01
